    "Content-UUID","URL","Term","Definition","Data-Type","Unit-of-Measure","Category","Sector","Updated-Date"
"f158e59b-92dc-493d-be8c-a3bae50a1675","https://bedes.lbl.gov/node/f158e59b-92dc-493d-be8c-a3bae50a1675","Pipe Insulation Thickness","Defines how thick insulation on pipes in a heating, cooling, water heating system is.
","Decimal","in","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:25:08"
"b6bad878-afc9-4568-bab1-000bdfb9032c","https://bedes.lbl.gov/node/b6bad878-afc9-4568-bab1-000bdfb9032c","Pipe Location","% of pipe length in conditioned space (0-1)
","Decimal","percent","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:42:30"
"8eccedba-beab-4932-99bb-90e3ab213c2f","https://bedes.lbl.gov/node/8eccedba-beab-4932-99bb-90e3ab213c2f","Refrigerant","The type of refrigerant used in the heat pump
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4ac8e086-ae06-44fa-8d79-d885cb7ff40d","https://bedes.lbl.gov/node/4ac8e086-ae06-44fa-8d79-d885cb7ff40d","Refrigerant Charge Factor","Used to adjust cooling efficiency for assumed slightly degraded performance if refrigerant charge is not verified through acceptance test procedures
","Decimal","percent","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:39:25"
"87b5e652-6cae-4314-971d-2144b82ac33f","https://bedes.lbl.gov/node/87b5e652-6cae-4314-971d-2144b82ac33f","Reheat Source","Energy source used to provide reheat energy at a terminal unit.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"41348554-6c5c-4ef1-831c-3c8fafc6b028","https://bedes.lbl.gov/node/41348554-6c5c-4ef1-831c-3c8fafc6b028","Required Ventilation Rate","Minimum ventilation rate required by local code.
","Decimal","cfm","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"1419c3b8-089a-4119-aaf5-2df1bcc6d3a4","https://bedes.lbl.gov/node/1419c3b8-089a-4119-aaf5-2df1bcc6d3a4","Return Duct Percent Conditioned Space","Percentage of return duct surface area, including the air handler, that is located within conditioned space (0-1).
","Decimal","percent","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:36:29"
"681abaa2-716a-430e-a66d-d131e1b910be","https://bedes.lbl.gov/node/681abaa2-716a-430e-a66d-d131e1b910be","Sequencing","Sequencing availability of HVAC system
","Constrained List","N/A","HVAC","Commercial, Multifamily","2019-11-26 17:24:58"
"0ef9e403-b175-4143-9faf-37fc0c5157cd","https://bedes.lbl.gov/node/0ef9e403-b175-4143-9faf-37fc0c5157cd","Size","Maximum air flow produced by the fan.
","Decimal","cfm","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3480e7a9-e188-48ff-ab86-acd6463fed10","https://bedes.lbl.gov/node/3480e7a9-e188-48ff-ab86-acd6463fed10","Static Pressure","The expected or installed internal static pressure of the system at full supply fan speed including all filters, coils, and accessories.
","Decimal","Pa","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"a396a147-89ce-4e17-ab0a-c7568f945b73","https://bedes.lbl.gov/node/a396a147-89ce-4e17-ab0a-c7568f945b73","Supply Duct Percent Conditioned Space","Percentage of supply duct surface area that is located within conditioned space (0-1).
","Decimal","percent","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:35:56"
"57df976a-7723-461a-9094-5eb89d9389a5","https://bedes.lbl.gov/node/57df976a-7723-461a-9094-5eb89d9389a5","Supply Fraction Of Duct Leakage","Fraction of total duct leakage that is on the supply side. Remainder is assumed to be on the return side (0-1).
","Decimal","percent","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:38:12"
"d29e8cff-0c09-46cf-bc19-287e16f461ad","https://bedes.lbl.gov/node/d29e8cff-0c09-46cf-bc19-287e16f461ad","System Performance Ratio","Ratio of annual system load to the annual system energy consumption (similar to a whole system COP). A higher value indicates less heating and/or cooling energy use to meet the loads, and therefore represents a more efficient HVAC system. SPR can be used to describe the heating, cooling, and overall HVAC systems.
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"05f0f2a8-7998-41d3-bf6e-a01f21fba519","https://bedes.lbl.gov/node/05f0f2a8-7998-41d3-bf6e-a01f21fba519","Ventilation Rate","Installed flow rate for mechanical ventilation system.
","Decimal","cfm","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"dab5513e-50b4-445e-ae1d-b303d31fb3cc","https://bedes.lbl.gov/node/dab5513e-50b4-445e-ae1d-b303d31fb3cc","Ventilation Type","Type of ventilation, and use of heat recovery
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"0ba74d5f-c905-4f63-b903-59698d446d3c","https://bedes.lbl.gov/node/0ba74d5f-c905-4f63-b903-59698d446d3c","Water Side Economizer","Presence of water-side economizer to provide free cooling.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"66411117-22b1-4f3d-b7af-2725efeefa9a","https://bedes.lbl.gov/node/66411117-22b1-4f3d-b7af-2725efeefa9a","Water Side Economizer Type","Type of waterside economizer providing free cooling.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4362ca9b-b189-43eb-bf58-cf109b23c5e5","https://bedes.lbl.gov/node/4362ca9b-b189-43eb-bf58-cf109b23c5e5","Audio Visual Characteristics","Audio and visual equipment characteristics or features installed standard or post-manufacturing.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"1d2c4820-b79e-4aae-9245-b9ecfd02fc0e","https://bedes.lbl.gov/node/1d2c4820-b79e-4aae-9245-b9ecfd02fc0e","Average Effluent Biological Oxygen Demand","Average Effluent Biological Oxygen Demand (BOD5) is the BOD5 concentration of wastewater after it is treated and is leaving a Wastewater Treatment Plant. The concentration should be an average concentration, estimated over a 12-month period. BOD is the measure of the amount of oxygen required by bacteria for stabilizing material that can be decomposed under aerobic conditions. BOD5 is a commonly used determinant of the organic strength of a waste, recording the oxygen demand over a five-day period.
","Decimal","mg/L","Loads","Commercial","2019-12-17 12:36:55"
"5236a5e0-b2f1-4567-8e4b-4f4abdcb0f9a","https://bedes.lbl.gov/node/5236a5e0-b2f1-4567-8e4b-4f4abdcb0f9a","Average Influent Biological Oxygen Demand","Average Influent Biological Oxygen Demand (BOD5) is the BOD5 concentration of wastewater when it is entering a Wastewater Treatment Plant to be treated. The concentration should be an average concentration, estimated over a 12-month period. BOD is the measure of the amount of oxygen required by bacteria for stabilizing material that can be decomposed under aerobic conditions. BOD5 is a commonly used determinant of the organic strength of a waste, recording the oxygen demand over a five day period.
","Decimal","mg/L","Loads","Commercial","2019-12-17 12:36:33"
"61c6894b-e162-49ad-a440-56bc2fd6ea32","https://bedes.lbl.gov/node/61c6894b-e162-49ad-a440-56bc2fd6ea32","Ballast Type","A ballast is a piece of equipment required to control the starting and operating voltages of electrical gas discharge lights.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3570d52f-ad8f-4ea4-9aee-943b75fc5091","https://bedes.lbl.gov/node/3570d52f-ad8f-4ea4-9aee-943b75fc5091","Battery Charger Type","A device intended to replenish the charge in a rechargeable battery. A battery charger connects to the mains at the power input and connects to the battery at the output. The charger may be comprised of multiple components, in more than one enclosure, and may be fully or partially contained in the Battery Operated End-use Product.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f1dd2c2d-37b7-4c3d-9c30-9c1fa3c11f38","https://bedes.lbl.gov/node/f1dd2c2d-37b7-4c3d-9c30-9c1fa3c11f38","Battery Device Type","A type of battery device.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"264126a1-b6b6-4fc1-a1f4-893081516db9","https://bedes.lbl.gov/node/264126a1-b6b6-4fc1-a1f4-893081516db9","Cabinet Configuration","Configuration can include refrigeration cases and walk-ins, not central refrigeration systems.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"89f1930c-e92c-4400-a296-48416a7705c3","https://bedes.lbl.gov/node/89f1930c-e92c-4400-a296-48416a7705c3","Case Door Orientation","Orientation of refrigerated case doors used for display cases at stores, food-service establishments.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"2a079d17-7340-4ac9-b369-cf305f9b8f6f","https://bedes.lbl.gov/node/2a079d17-7340-4ac9-b369-cf305f9b8f6f","Clothes Dryer Drum Capacity","This is the drum capacity of the clothes dryers in cubic feet as measured by the U.S. Department of Energy test procedure, Code of Federal Regulations, Title 10, Section 430, Subpart B, Appendix D2. Products with a drum capacity less than 4.4 cubic feet are considered compact.
","Decimal","ft3","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"1ee00218-c793-4c63-95cc-fb18bc2ef69a","https://bedes.lbl.gov/node/1ee00218-c793-4c63-95cc-fb18bc2ef69a","Clothes Dryer Type","The type of clothes dryer appliance.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"aaf5c893-13bf-4420-874e-134049fcb876","https://bedes.lbl.gov/node/aaf5c893-13bf-4420-874e-134049fcb876","Clothes Washer Integrated Modified Energy Factor","The quotient of the cubic foot (or liter) capacity of the clothes container divided by the total clothes washer energy consumption per cycle, with such energy consumption expressed as the sum of the machine electrical energy consumption, the hot water energy consumption, the energy required for removal of the remaining moisture in the wash load, and the combined low-power mode energy consumption.
","Decimal","ft3/(kBtu/cycle)","Loads","Commercial, Residential, Multifamily","2019-12-17 12:45:41"
"a0f5e7ff-632c-4ad4-bdda-cde3a644df84","https://bedes.lbl.gov/node/a0f5e7ff-632c-4ad4-bdda-cde3a644df84","Clothes Washer Modified Energy Factor","Modified Energy Factor, MEF, is the energy performance metric for ENERGY STAR qualified clothes washers and all clothes washers as of February 1, 2013. MEF is the quotient of the capacity of the clothes container, C, divided by the total clothes washer energy consumption per cycle, with such energy consumption expressed as the sum of the machine electrical energy consumption, M, the hot water energy consumption, E, and the energy required for removal of the remaining moisture in the wash load, D. The higher MEF, the more efficient the clothes washer. The equation is: MEF = C/(M + E + D).
","Decimal","ft3/(kBtu/cycle)","Loads","Commercial, Residential, Multifamily","2019-12-17 12:45:22"
"e16e7791-8f95-4ad4-8ecb-09c8b416a693","https://bedes.lbl.gov/node/e16e7791-8f95-4ad4-8ecb-09c8b416a693","Coffee Maker Components","Components of a coffee maker for brewing coffee.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"992d610c-2f76-4c74-b00e-1511a1ed2cf9","https://bedes.lbl.gov/node/992d610c-2f76-4c74-b00e-1511a1ed2cf9","Computer Type","A device which performs logical operations and processes data. For the purposes of this specification, computers include both stationary and portable units, including Desktop Computers, Integrated Desktop Computers, Notebook Computers, Small-Scale Servers, Thin Clients, and Workstations.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"38c6fe22-97d6-4316-b084-17077177fffa","https://bedes.lbl.gov/node/38c6fe22-97d6-4316-b084-17077177fffa","Conveyance Load Type","Type of load that the conveyance system usually transports.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"787e6ab7-12e5-49e8-9dcb-ad5531775ffb","https://bedes.lbl.gov/node/787e6ab7-12e5-49e8-9dcb-ad5531775ffb","Conveyance System Type","Equipment used to transporting someone or something from one place to another.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"bb5860f0-501b-4091-a36c-753017935719","https://bedes.lbl.gov/node/bb5860f0-501b-4091-a36c-753017935719","Cooking Appliance Type","Appliance or equipment used to cook food.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4379212d-d41a-4418-ab75-570cffdd0eba","https://bedes.lbl.gov/node/4379212d-d41a-4418-ab75-570cffdd0eba","Cover Type","A pool cover can serve many purposes, including insulation, weather protection, and safety for children and pets.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7e52facc-4039-4bba-927e-6e79583c71ce","https://bedes.lbl.gov/node/7e52facc-4039-4bba-927e-6e79583c71ce","Defrosting Type","Type of defrost method used for commercial refrigerated display and storage cabinets. Designed to remove frost (ice) from cooling coils of a refrigerating system.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"25358c6f-bf56-4bf5-a0d0-ab513dda30e8","https://bedes.lbl.gov/node/25358c6f-bf56-4bf5-a0d0-ab513dda30e8","Dishwasher Capacity","Dishwasher capacity can use the amount of dishes that can fit on a dishwasher rack. ENERGY STAR has set a capacity limit that also differentiates between standard-sized models, fitting at least eight place settings and six serving places, and compact-sized models, fitting lower than that.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"9993f852-893e-4508-9748-b1a3ffe1d22a","https://bedes.lbl.gov/node/9993f852-893e-4508-9748-b1a3ffe1d22a","Dishwasher Configuration","A machine designed to clean and sanitize plates, pots, pans, glasses, cups, bowls, utensils, and trays by applying sprays of detergent solution (with or without blasting media granules) and a sanitizing rinse.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6c0ea29c-0fa9-4c94-8051-536eb3daa424","https://bedes.lbl.gov/node/6c0ea29c-0fa9-4c94-8051-536eb3daa424","Dishwasher Machine Type","They type of dishwasher machine such as being either stationary rack or conveyor.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c952b386-74d2-47d6-ba4d-daf5c72bb5ad","https://bedes.lbl.gov/node/c952b386-74d2-47d6-ba4d-daf5c72bb5ad","Dishwasher Sanitization","The dishwater sanitization method for cleaning and preparing the dishwashing machine for operation using water or chemical cleaning processes.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6e0cdd1f-ad92-40a2-9357-3c954e38a4c3","https://bedes.lbl.gov/node/6e0cdd1f-ad92-40a2-9357-3c954e38a4c3","Display Pixel Density","Pixel density is equal to the resolution in pixels divided by viewable screen area in inches squared. Term is related to Energy Star power requirements.
","Decimal","pixels/in2","Loads","Commercial, Residential, Multifamily","2019-12-10 12:53:52"
"7db53937-0296-4be0-a6e1-b63b1ef65b99","https://bedes.lbl.gov/node/7db53937-0296-4be0-a6e1-b63b1ef65b99","Display Resolution","Resolution is screen resolution in pixels.
","Integer","pixels","Loads","Commercial, Residential, Multifamily","2019-12-10 12:54:26"
"174299b1-156f-4828-91c3-5312c70fd1c7","https://bedes.lbl.gov/node/174299b1-156f-4828-91c3-5312c70fd1c7","Display Type","A display screen and associated electronics, often encased in a single housing, that as its primary function displays visual information from (1) a computer, workstation or server via one or more inputs (e.g., VGA, DVI, HDMI, DisplayPort, IEEE 1394, USB), (2) external storage (e.g., USB flash drive, memory card), or (3) a network connection. Such as a monitor (e.g., LCD, CRT), electronic scoreboards, tv or projector.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"e5e07995-6a44-4db9-96ed-5bf640a3c88f","https://bedes.lbl.gov/node/e5e07995-6a44-4db9-96ed-5bf640a3c88f","Distance Covered","The vertical distance traveled by to elevator, diagonal distance by an escalator, or horizontal distance by conveyor belt.
","Decimal","ft","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"9e8edeaf-8b56-4893-a42b-9521248b5e06","https://bedes.lbl.gov/node/9e8edeaf-8b56-4893-a42b-9521248b5e06","Domestic Hot Water Type","Type of water heating equipment for hot running water.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"41b37622-afea-4514-950f-1c6e47fd39f9","https://bedes.lbl.gov/node/41b37622-afea-4514-950f-1c6e47fd39f9","Door Configuration","Door configuration of the refrigerator/freezer unit.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
